age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
40,2,0,2,0,-839,0,1,0,0,0,2,-1,0,0,1
61,0,0,2,0,985,1,0,0,0,2,6,-1,0,0,1
35,0,2,0,0,0,0,0,2,2,10,1,-1,0,0,1
19,10,1,2,0,302,1,0,0,0,0,1,-1,0,0,1
46,3,2,2,0,-90,1,1,2,2,10,1,-1,0,0,1
38,9,0,0,0,170,0,0,0,0,1,1,-1,0,0,1
37,3,1,2,0,3665,1,0,0,0,2,3,-1,0,0,1
39,0,0,0,0,763,0,0,0,0,1,7,300,2,2,1
49,4,0,2,0,320,1,0,2,1,7,4,-1,0,0,1
43,2,0,2,0,699,0,1,0,1,3,2,122,2,2,1
44,0,0,0,0,1058,1,0,0,2,11,3,-1,0,0,1
38,3,0,2,0,6728,1,0,0,1,3,1,96,4,3,1
32,3,1,0,0,1625,1,0,0,0,1,1,109,1,1,1
51,6,2,2,0,9228,1,0,0,0,0,4,-1,0,0,1
32,0,0,0,0,2431,0,0,0,0,1,5,-1,0,0,1
35,3,1,0,0,470,0,0,0,0,0,13,-1,0,0,1
32,0,1,0,0,0,1,0,0,1,7,4,-1,0,0,1
34,6,0,2,0,0,0,0,1,2,10,1,-1,0,0,1
56,7,2,1,0,694,1,0,0,2,8,1,102,1,2,1
41,3,1,0,0,1646,0,0,0,1,7,1,184,6,3,1
49,2,0,2,0,2039,0,0,0,0,1,1,169,2,1,1
61,3,0,2,0,1191,1,0,0,0,1,4,-1,0,0,1
45,0,0,0,0,242,1,0,0,1,4,1,-1,0,0,1
36,0,1,2,0,1511,0,0,0,1,3,1,-1,0,0,1
22,10,1,0,0,691,1,0,0,0,2,1,-1,0,0,1
71,7,0,0,0,14220,0,0,0,2,5,1,-1,0,0,1
31,0,1,0,0,12569,1,0,0,2,5,1,295,1,1,1
56,5,0,2,0,45,1,0,1,0,1,1,-1,0,0,1
46,5,0,2,0,556,0,1,1,0,1,3,-1,0,0,1
55,7,2,2,0,1580,1,1,1,0,9,1,-1,0,0,1
34,3,1,2,0,16,1,0,0,0,2,1,-1,0,0,1
38,9,1,2,0,2543,1,0,0,0,2,1,414,4,1,1
60,5,0,2,0,3735,1,0,0,2,6,1,188,9,3,1
51,1,0,3,0,2094,1,0,0,0,9,6,-1,0,0,1
49,3,0,0,0,523,0,0,0,2,11,2,-1,0,0,1
40,0,0,0,0,0,1,0,0,1,3,1,96,8,3,1
39,2,0,1,0,2303,0,0,1,0,9,3,-1,0,0,1
50,3,2,2,0,-54,0,1,0,0,1,2,292,1,1,1
73,7,0,1,0,279,1,0,0,2,8,3,-1,0,0,1
34,5,0,2,0,2374,0,0,0,1,3,1,209,2,1,1
43,0,1,0,0,1696,0,0,0,0,2,1,474,3,1,1
67,7,0,0,0,701,1,0,0,0,2,2,-1,0,0,1
33,4,0,2,0,478,1,0,0,1,4,2,-1,0,0,1
31,3,1,2,0,2544,1,0,0,0,0,1,184,3,3,1
30,2,1,2,0,2145,0,0,0,0,1,2,-1,0,0,1
47,4,0,2,0,405,1,1,0,0,2,2,-1,0,0,1
48,0,0,0,0,1808,0,0,0,1,7,1,-1,0,0,1
32,5,1,2,0,678,0,0,0,1,7,1,246,4,1,1
27,0,0,0,0,802,1,0,0,2,5,1,-1,0,0,1
24,3,0,2,0,556,0,0,0,0,2,2,-1,0,0,1
28,5,1,2,0,4745,1,0,2,0,1,1,181,5,3,1
34,0,1,0,0,5086,1,0,0,0,1,4,-1,0,0,1
63,7,0,2,0,474,1,0,0,2,8,1,-1,0,0,1
79,7,0,1,0,8556,1,0,2,2,8,2,272,2,3,1
72,7,0,1,0,763,1,0,0,1,4,2,-1,0,0,1
55,0,0,0,0,-375,1,0,0,0,0,2,-1,0,0,1
41,0,0,1,0,5310,0,0,0,1,3,1,-1,0,0,1
52,2,0,2,0,2087,0,0,0,0,2,1,474,1,1,1
59,7,2,2,0,1026,1,0,1,1,3,1,-1,0,0,1
54,3,0,0,0,876,1,0,0,2,10,3,541,3,3,1
36,0,0,0,0,495,1,0,0,2,11,3,182,6,3,1
36,2,0,2,0,4438,0,0,1,0,1,1,-1,0,0,1
28,1,1,0,0,442,1,0,0,0,9,3,95,3,2,1
60,4,0,0,0,4256,0,0,0,0,2,3,761,1,2,1
64,7,0,0,0,846,1,0,0,1,7,1,181,3,1,1
40,2,1,2,0,3,1,0,0,1,3,1,-1,0,0,1
87,7,0,1,0,230,1,0,0,2,10,1,-1,0,0,1
33,5,0,0,0,79,0,0,0,2,10,2,335,2,1,1
25,0,1,0,0,808,1,0,0,2,5,2,114,2,1,1
35,2,2,1,0,1792,0,0,0,0,0,6,-1,0,0,1
53,0,0,3,0,2240,0,0,0,0,9,2,385,1,3,1
33,5,0,2,0,0,0,0,2,0,0,7,-1,0,0,1
53,5,0,2,0,459,1,0,0,1,4,1,-1,0,0,1
79,7,0,1,0,429,1,0,2,0,0,2,-1,0,0,1
27,5,0,2,0,897,1,0,0,0,9,1,-1,0,0,1
38,11,1,0,0,0,1,0,0,2,5,3,95,3,3,1
46,4,0,2,0,4,1,0,0,1,4,1,261,5,2,1
33,1,1,0,0,61,1,0,0,0,2,3,-1,0,0,1
39,1,0,0,0,1047,1,0,1,0,9,1,-1,0,0,1
55,3,0,2,1,-308,1,0,0,1,7,1,-1,0,0,1
28,10,1,2,0,153,1,0,0,0,0,2,-1,0,0,1
71,7,0,2,0,2850,1,0,0,1,7,1,-1,0,0,1
47,0,0,0,0,2306,1,0,2,0,2,4,-1,0,0,1
58,4,2,2,0,462,1,0,0,1,3,1,93,1,3,1
32,0,2,0,0,883,0,0,0,2,6,1,185,5,2,1
43,3,0,2,0,136,1,0,0,0,2,7,-1,0,0,1
33,4,2,2,0,2411,0,0,0,2,10,1,161,1,1,1
30,8,1,0,0,302,1,0,0,1,7,3,-1,0,0,1
58,7,0,1,0,565,1,0,2,0,0,1,-1,0,0,1
68,7,0,2,0,19317,0,0,0,0,2,1,-1,0,0,1
49,3,0,0,0,3726,1,0,0,0,2,2,-1,0,0,1
61,1,2,0,0,6610,1,0,0,1,7,2,-1,0,0,1
43,2,0,2,0,2160,1,0,0,2,5,1,98,1,3,1
38,0,0,3,0,3576,1,0,0,1,3,2,183,1,3,1
52,0,1,0,0,83,1,0,0,0,2,6,-1,0,0,1
29,5,1,2,0,1070,0,0,1,0,1,1,357,1,2,1
29,4,2,2,0,84,0,0,0,1,4,2,-1,0,0,1
26,4,1,2,0,1347,1,0,2,0,9,6,92,5,2,1
32,4,0,2,0,38,0,0,0,0,1,1,-1,0,0,1
36,9,0,0,0,3057,1,0,1,0,9,4,-1,0,0,1
30,2,1,2,1,239,0,0,1,0,1,1,-1,0,0,1
30,5,1,0,0,305,1,0,0,1,4,1,85,2,3,1
80,6,0,1,0,0,1,0,0,1,7,1,189,1,1,1
31,0,0,0,0,1331,1,0,0,1,4,1,86,3,3,1
32,4,1,2,0,152,0,0,0,0,1,2,-1,0,0,1
43,3,0,2,0,3285,0,0,1,0,1,2,-1,0,0,1
34,3,2,0,0,674,0,0,0,0,2,2,-1,0,0,1
27,4,0,2,0,0,0,0,0,0,0,13,-1,0,0,1
36,2,2,1,0,-308,0,0,0,0,1,1,-1,0,0,1
42,5,1,2,0,-247,0,1,2,2,10,1,166,1,2,1
36,0,1,0,0,2944,1,0,0,0,2,8,-1,0,0,1
55,3,2,2,0,3450,1,0,0,1,7,1,183,1,1,1
61,0,0,0,0,997,1,0,0,2,11,1,-1,0,0,1
35,0,0,0,0,8,1,0,0,1,4,3,-1,0,0,1
26,0,1,0,0,170,1,0,0,0,9,1,-1,0,0,1
74,7,0,2,0,921,1,0,2,1,4,2,-1,0,0,1
47,0,0,0,0,0,1,0,0,2,10,1,-1,0,0,1
66,7,0,1,0,206,1,0,0,1,7,1,-1,0,0,1
33,5,0,2,0,95,0,0,0,1,4,1,-1,0,0,1
53,4,2,2,0,765,0,0,0,0,1,3,174,7,2,1
46,3,2,2,0,-824,0,0,0,0,2,3,-1,0,0,1
29,6,1,0,0,19,1,0,0,1,7,2,64,2,3,1
50,11,0,1,0,341,0,1,0,1,4,4,340,2,3,1
39,5,0,2,0,607,0,0,0,0,1,2,364,3,1,1
54,3,0,2,0,-315,1,1,0,0,0,1,-1,0,0,1
26,10,1,0,0,294,1,0,0,2,11,1,91,2,3,1
44,3,1,2,0,1679,1,0,2,2,10,1,-1,0,0,1
47,0,1,0,0,4402,1,0,2,2,6,1,190,1,2,1
31,4,2,1,0,459,0,0,0,0,1,1,293,1,3,1
36,2,0,1,0,1177,1,0,0,1,4,1,311,4,3,1
42,0,0,0,0,2187,0,0,0,1,3,3,-1,0,0,1
30,3,0,0,0,569,1,0,0,0,2,12,-1,0,0,1
36,3,1,2,1,12,1,0,0,0,2,2,-1,0,0,1
51,7,2,2,0,1679,1,0,0,0,2,1,365,9,2,1
47,5,0,2,0,3676,1,0,0,2,10,1,95,3,3,1
25,0,0,0,0,-242,0,1,0,0,1,4,332,4,2,1
34,0,0,0,0,3050,0,0,0,0,1,1,-1,0,0,1
49,0,0,1,0,3371,1,0,0,1,3,2,-1,0,0,1
44,1,1,0,0,2734,0,0,0,0,1,4,-1,0,0,1
34,5,1,0,0,18,0,1,0,1,4,1,-1,0,0,1
66,7,0,0,0,1948,1,0,0,2,8,1,91,4,3,1
37,2,2,2,0,0,0,0,0,1,4,4,-1,0,0,1
38,6,2,2,0,70,1,0,0,2,10,3,148,1,3,1
46,2,0,3,0,9328,0,0,0,0,1,3,-1,0,0,1
52,5,1,3,0,2227,1,0,0,1,7,2,-1,0,0,1
53,9,0,1,0,27,0,0,2,2,5,3,-1,0,0,1
28,2,0,2,0,2788,0,0,1,0,9,2,-1,0,0,1
32,2,0,2,1,-53,0,0,0,1,4,1,272,1,2,1
30,0,0,0,0,944,1,0,0,2,10,2,-1,0,0,1
69,7,1,0,0,2144,1,0,0,0,0,1,184,4,3,1
84,7,2,1,0,639,1,0,2,0,1,3,-1,0,0,1
25,10,1,2,0,8,1,0,0,1,4,2,-1,0,0,1
47,2,2,1,0,126,0,0,1,0,9,2,-1,0,0,1
50,1,2,0,0,13,0,0,0,1,4,1,-1,0,0,1
30,3,0,2,0,-393,0,1,0,0,0,1,-1,0,0,1
55,9,2,2,0,538,0,0,0,0,2,2,-1,0,0,1
53,8,0,2,0,94,1,0,0,0,2,1,181,14,3,1
57,7,0,2,0,1044,1,0,2,2,8,1,192,2,3,1
32,2,0,1,0,415,0,0,1,0,9,4,-1,0,0,1
32,4,1,2,0,133,1,0,0,1,4,1,-1,0,0,1
48,2,0,2,0,480,0,0,0,0,1,1,352,2,1,1
34,0,0,0,0,606,1,0,0,1,4,1,-1,0,0,1
27,2,1,2,0,3792,1,0,0,1,4,2,-1,0,0,1
30,3,1,2,0,-522,0,1,0,0,1,2,286,6,1,1
37,8,0,2,0,1978,1,0,0,2,5,1,182,1,3,1
38,8,0,0,0,2812,0,0,0,1,4,1,-1,0,0,1
33,2,1,2,0,-416,0,0,1,0,1,2,-1,0,0,1
69,7,0,3,0,426,1,0,2,2,11,1,90,1,3,1
65,11,0,3,0,4717,1,0,2,0,2,1,-1,0,0,1
62,1,2,0,0,6,0,0,0,2,10,1,183,4,3,1
39,4,2,2,0,687,0,0,0,0,0,1,-1,0,0,1
38,3,1,2,0,-242,0,0,0,0,1,3,278,6,3,1
31,2,0,2,0,92,0,0,1,0,1,1,-1,0,0,1
33,3,1,2,0,2085,1,0,0,1,7,2,-1,0,0,1
36,3,1,0,0,197,1,0,0,1,4,1,-1,0,0,1
32,0,1,0,0,2,0,0,0,2,5,2,-1,0,0,1
34,6,0,1,0,2929,1,0,0,0,2,2,-1,0,0,1
59,3,0,2,0,2308,1,0,0,1,4,1,87,1,2,1
25,10,0,0,0,10,0,0,0,0,0,4,-1,0,0,1
53,0,0,0,0,15,1,0,0,0,2,2,-1,0,0,1
52,0,0,2,0,335,1,0,0,2,10,1,182,1,1,1
34,5,2,2,0,-251,1,0,0,0,0,1,-1,0,0,1
59,7,0,1,0,0,1,0,0,0,9,2,-1,0,0,1
49,5,0,2,0,3608,0,0,1,1,3,1,-1,0,0,1
73,7,0,3,0,519,1,0,2,2,10,1,57,1,1,1
50,2,0,3,0,2284,0,0,2,0,0,17,-1,0,0,1
29,2,1,2,0,-20,1,1,0,0,0,1,-1,0,0,1
63,7,2,2,0,1490,1,0,0,0,9,1,-1,0,0,1
59,7,0,2,0,0,1,0,1,0,9,1,-1,0,0,1
83,7,2,1,0,1097,1,0,2,2,11,1,-1,0,0,1
50,8,0,2,0,3357,1,0,0,0,9,4,-1,0,0,1
41,9,0,1,0,39,0,0,0,1,3,2,-1,0,0,1
45,5,2,2,0,59,0,0,0,0,0,8,-1,0,0,1
32,2,1,2,0,811,0,0,0,0,1,1,-1,0,0,1
45,0,1,0,0,2048,0,0,0,2,10,1,804,1,1,1
40,0,0,0,0,-17,0,1,0,0,1,1,256,1,3,1
49,2,1,1,0,2146,0,0,0,0,1,2,353,2,2,1
29,0,1,0,0,572,1,0,0,2,6,1,195,1,3,1
38,0,1,0,0,623,1,0,0,0,9,4,144,4,2,1
38,0,0,0,0,3436,1,0,0,1,3,4,-1,0,0,1
26,3,1,2,0,668,0,0,1,0,1,3,-1,0,0,1
60,1,0,1,0,362,1,1,0,0,0,6,-1,0,0,1
42,2,1,2,0,1080,0,1,0,0,1,3,370,4,1,1
32,5,1,2,0,620,0,0,1,0,1,3,-1,0,0,1
46,2,0,2,0,668,0,0,1,0,1,2,-1,0,0,1
